"head", "tail"
"가시004", "남"004
"가시004", "공격"002
"가시004", "불평불만"001
"가시004", "뜻"001
"가시004", "담다"001
"가시004", "표현"001
"가시004", "비유"006
"가시004", "이르다"001
"가시004", "말"001
"가시005", "식물"002
"가시005", "줄기"001
"가시005", "잎"002
"가시005", "열매"001
"가시005", "싸다"005
"가시005", "겉면"001
"가시005", "바늘"001
"가시005", "하다"001
"가시005", "돋아나다"001
"가시005", "식물"002
"가시005", "몸"001
"가시005", "보호"001
"가시005", "위하다"001
"가시005", "잎"002
"가시005", "하다"001
"가시005", "변태"001
"가엾다001", "마음"001
"가요002", "대중"002
"가요002", "즐기다"001
"가요002", "부르다"001
"가요002", "노래"001
"가요003", "민요"002
"가요003", "동요"001
"가요003", "유행가"001
"가요003", "노래"001
"가요003", "이르다"001
"가요003", "말"001
"가요004", "악가"002
"가요004", "속요"001
"가요004", "이르다"001
"가요004", "말"001
"가요005", "조선"005
"가요005", "시대"002
"가요005", "길"001
"가요005", "임금"003
"가요005", "환영"002
"가요005", "때"001
"가요005", "행하다"001
"가요005", "춤"001
"가요005", "노래"001
"가운데001", "일정"003
"가운데001", "공간"005
"가운데001", "길이"001
"가운데001", "갖다"001
"가운데001", "사물"010
"가운데001", "한쪽"001
"가운데001", "치우치다"001
"가운데001", "끝"001
"가운데001", "거리"001
"가운데001", "떨어지다"001
"가운데001", "부분"001
"가운데002", "양쪽"001
"가운데002", "사이"001
"가운데003", "여럿"001
"가운데003", "이루어지다"001
"가운데003", "일정"003
"가운데003", "범위"001
"가운데003", "안"001
"가운데004", "순서"001
"가운데004", "처음"001
"가운데004", "마지막"001
"가운데004", "중간"001
"가운데005", "일"001
"가운데005", "상태"001
"가운데005", "이루어지다"001
"가운데005", "범위"001
"가운데005", "안"001
"가위001", "옷감"001
"가위001", "종이"001
"가위001", "머리털"001
"가위001", "자르다"001
"가위001", "기구"015
"가위001", "날"001
"가위001", "쇠"001
"가위001", "교차"001
"가위001", "가운데"001
"가위001", "사북"001
"가위001", "박다"001
"가위001", "지레"001
"가위001", "원리"002
"가위001", "이용"001
"가위001", "다리"002
"가위001", "NA"001
"가위001", "NA"001
"가위001", "하다"001
"가위001", "자르다"001
"가위002", "가위바위보"001
"가위002", "집게손가락"001
"가위002", "가운뎃손가락"001
"가위002", "엄지손가락"001
"가위002", "벌리다"001
"가위002", "내미다"001
"가위002", "동작"003
"가위002", "손"001
"가위바위보001", "손"001
"가위바위보001", "내밀다"001
"가위바위보001", "모양"002
"가위바위보001", "따르다"001
"가위바위보001", "순서"001
"가위바위보001", "승부"003
"가위바위보001", "정하다"003
"가위바위보001", "방법"001
"가위바위보001", "손가락"001
"가위바위보001", "NA"001
"가위바위보001", "가위"001
"가위바위보001", "주먹"001
"가위바위보001", "쥐다"001
"가위바위보001", "바위"001
"가위바위보001", "손가락"001
"가위바위보001", "NA"001
"가위바위보001", "보다"002
"가위바위보001", "하다"001
"가위바위보001", "가위"001
"가위바위보001", "보"004
"가위바위보001", "바위"001
"가위바위보001", "가위"001
"가위바위보001", "보다"002
"가위바위보001", "바위"001
"가위바위보001", "이기다"001
"가을001", "해"001
"가을001", "철"001
"가을001", "가운데"001
"가을001", "철"001
"가을001", "여름"001
"가을001", "겨울"001
"가을001", "사이"001
"가을001", "달"005
"가을001", "월"002
"가을001", "절기"007
"가을001", "입추"001
"가을001", "입동"001
"가을001", "전"008
"가을001", "이른다"001
"가을날001", "가을철"001
"가을날001", "날"001
"가을날001", "그날"001
"가을날001", "날씨"001
"가을철001", "계절"001
"가을철001", "가을"001
"가을철001", "때"001
"가자미001", "넙칫과"001
"가자미001", "붕"001
"가자미001", "넙칫과"001
"가자미001", "넙치가자미"001
"가자미001", "동백가자미"001
"가자미001", "참가자미"001
"가자미001", "목탁가자미"001
"가자미001", "줄가자미"001
"가자미001", "이르다"001
"가자미001", "말"001
"가자미001", "몸"001
"가자미001", "타원"001
"가자미001", "눈"001
"가자미001", "오른쪽"001
"가자미001", "몰리다"001
"가자미001", "붙다"001
"가자미001", "넙치"001
"가자미001", "몸"001
"가장008", "가정"006
"가장008", "이끌다"001
"가장008", "사람"001
"가장009", "남편"001
"가장009", "이르다"001
"가장009", "말"001
"가장자리001", "둘레"001
"가장자리001", "끝"001
"가장자리001", "해당"005
"가장자리001", "부분"001
"가정적001", "가정"006
"가정적001", "관계"005
"가정적001", "가정"006
"가족001", "부부"003
"가족001", "중심"001
"가족001", "친족"002
"가족001", "관계"005
"가족001", "있다"001
"가족001", "사람"001
"가족001", "집단"001
"가족001", "구성원"001
"가족001", "혼인"001
"가족001", "혈연"002
"가족001", "입양"001
"가족001", "이루어지다"001
"가죽001", "동물"001
"가죽001", "몸"001
"가죽001", "감싸다"001
"가죽001", "껍질"001
"가죽002", "동물"001
"가죽002", "몸"001
"가죽002", "벗기다"002
"가죽002", "껍질"001
"가죽002", "가공"001
"가죽002", "만들다"001
"가죽002", "물건"001
"가죽003", "사람"001
"가죽003", "피부"002
"가죽003", "낮잡다"001
"가죽003", "이르다"001
"가죽003", "말"001
"가지001", "나무"001
"가지001", "풀"002
"가지001", "원줄기"001
"가지001", "뻗다"001
"가지001", "나오다"001
"가지001", "줄기"001
"가지002", "근본"001
"가지002", "갈라지다"001
"가지002", "나오다"001
"가지003", "단독"002
"가지003", "쓰이다"001
"가지003", "어근"001
"가지003", "단어"001
"가지003", "붙다"001
"가지003", "단어"001
"가지003", "구성"007
"가지003", "부분"001
"가지003", "앞가지"002
"가지003", "뒷가지"001
"가지005", "가짓과"001
"가지005", "한해살이풀"001
"가지005", "높이"002
"가지005", "이다"003
"가지005", "온몸"001
"가지005", "털"001
"가지005", "NA"001
"가지005", "잎"002
"가지005", "어긋나다"001
"가지005", "줄기"001
"가지005", "잎"002
"가지005", "자주색"001
"가지005", "월"002
"가지005", "흰색"001
"가지005", "자주색"001
"가지005", "통꽃"001
"가지005", "피다"001
"가지005", "열매"001
"가지005", "식용"001
"가지005", "원산지"001
"가지005", "세계"002
"가지005", "각지"003
"가지005", "여"007
"가지005", "종이"001
"가지005", "분포"002
"가지006", "가지"004
"가지006", "열매"001
"가지006", "자줏빛"001
"가지006", "원통"003
"가지006", "모양"002
"가지006", "익히다"001
"가지006", "반찬"001
"가지006", "쓴다"002
"가짜001", "거짓"001
"가짜001", "참"001
"가짜001", "꾸미다"001
"가축002", "집"001
"가축002", "기르다"001
"가축002", "짐승"001
"가축002", "말"001
"가축002", "돼지"001
"가축002", "닭"001
"가축002", "개"010
"가축002", "이른다"001
"가치008", "사물"010
"가치008", "지니다"001
"가치008", "쓸모"001
"가치009", "대상"011
"가치009", "인간"001
"가치009", "관계"005
"가치009", "의하다"001
"가치009", "지니다"001
"가치009", "되다"001
"가치009", "중요"002
"가치010", "인간"001
"가치010", "욕구"001
"가치010", "관심"001
"가치010", "대상"011
"가치010", "목표"001
"가치010", "되다"001
"가치010", "NA"001
"가치010", "미"014
"가치010", "이르다"001
"가치010", "말"001
"가톨릭001", "가톨릭교회"001
"가톨릭001", "가톨릭교도"001
"가톨릭001", "이르다"001
"가톨릭001", "말"001
"가톨릭002", "그리스도"001
"가톨릭002", "정통"002
"가톨릭002", "교의"004
"가톨릭002", "믿다"001
"가톨릭002", "종교"001
"가톨릭002", "교황"002
"가톨릭002", "수장"003
"가톨릭002", "하다"001
"가톨릭002", "로마"002
"가톨릭002", "가톨릭교"001
"가톨릭002", "교황"002
"가톨릭002", "승인"002
"가톨릭002", "그리스"001
"가톨릭002", "정교회"001
"가톨릭002", "나누다"001
"가톨릭003", "가톨릭교"001
"가톨릭003", "그리스"001
"가톨릭003", "정교회"001
"가톨릭003", "구별"002
"가톨릭003", "이르다"001
"가톨릭003", "말"001
"각각001", "사람"001
"각각001", "물건"001
"각각001", "하나하나"001
"각국001", "나라"001
"각국001", "나라"001
"각자002", "각각"001
"각자002", "자신"001
"각자003", "각각"001
"각자003", "사람"001
"간001", "음식물"001
"간001", "짠맛"001
"간001", "내다"002
"간001", "물질"002
"간001", "소금"001
"간001", "간장"001
"간001", "된장"001
"간001", "이른다"001
"간002", "음식물"001
"간002", "정도"011
"간014", "가로막"001
"간014", "밑"001
"간014", "오른쪽"001
"간014", "있다"001
"간014", "기관"011
"간014", "탄수화물"001
"간014", "저장"001
"간014", "단백질"001
"간014", "당"007
"간014", "대사"017
"간014", "조절"002
"간014", "해독"004
"간014", "작용"001
"간014", "한다"001
"간식002", "끼니"001
"간식002", "끼니"001
"간식002", "사이"001
"간식002", "음식"001
"간식002", "먹다"002
"간식002", "음식"001
"간장001", "음식"001
"간장001", "간"010
"간장001", "맞추다"001
"간장001", "쓰다"002
"간장001", "짠맛"001
"간장001", "흑갈색"001
"간장001", "액체"001
"간장001", "메주"001
"간장001", "소금물"001
"간장001", "정도"011
"간장001", "담그다"001
"간장001", "우려내다"001
"간장001", "뒤"001
"간장001", "국물"001
"간장001", "떠내다"001
"간장001", "솥"001
"간장001", "붓다"002
"간장001", "달이다"001
"간장001", "만든다"001
"간접적001", "연결"001
"간접적001", "중간"001
"간접적001", "통하다"001
"간접적001", "이어지다"001
"간지럼001", "느낌"001
"간지럽다001", "살"004
"간지럽다001", "닿다"001
"간지럽다001", "스치다"001
"간지럽다001", "때"001
"간지럽다001", "견디다"001
"간지럽다001", "자리"001
"간지럽다001", "자리"001
"간지럽다001", "느낌"001
"간지럽다001", "있다"001
"간첩001", "국가"001
"간첩001", "단체"002
"간첩001", "비밀"001
"간첩001", "상황"002
"간첩001", "알아내다"001
"간첩001", "경쟁"001
"간첩001", "대립"003
"간첩001", "관계"005
"간첩001", "있다"001
"간첩001", "국가"001
"간첩001", "단체"002
"간첩001", "제공"004
"간첩001", "사람"001
"간추리다002", "글"001
"간추리다002", "점"010
"간추리다002", "고르다"003
"간추리다002", "정리"009
"간판002", "기관"011
"간판002", "상점"001
"간판002", "영업소"001
"간판002", "이름"001
"간판002", "판매"001
"간판002", "상품"003
"간판002", "업종"001
"간판002", "쓰다"002
"간판002", "사람"001
"간판002", "눈"001
"간판002", "뜨이다"002
"간판002", "걸다"002
"간판002", "붙이다"001
"간판002", "표지"003
"간판004", "겉"001
"간판004", "내세우다"001
"간판004", "외모"002
"간판004", "학벌"001
"간판004", "경력"002
"간판004", "명분"001
"간판004", "속"001
"간판004", "이르다"001
"간판004", "말"001
"간호사001", "의사"012
"간호사001", "진료"001
"간호사001", "돕다"001
"간호사001", "환자"003
"간호사001", "돌보다"001
"간호사001", "사람"001
"간호사001", "법"001
"간호사001", "자격"004
"간호사001", "정하다"003
"갈다001", "있다"001
"갈다001", "사물"010
"갈다001", "바꾸다"001
"갈다002", "직책"001
"갈다002", "있다"001
"갈다002", "사람"001
"갈다002", "사람"001
"갈다002", "바꾸다"001
"갈다003", "날"001
"갈다003", "세우다"001
"갈다003", "표면"001
"갈다003", "하다"001
"갈다003", "위하다"001
"갈다003", "물건"001
"갈다003", "대다"001
"갈다003", "문지르다"001
"갈등001", "칡"001
"갈등001", "등나무"001
"갈등001", "얽히다"001
"갈등001", "개인"002
"갈등001", "집단"001
"갈등001", "사이"001
"갈등001", "목표"001
"갈등001", "이해관계"001
"갈등001", "적대시"001
"갈등001", "충돌"001
"갈등001", "상태"001
"갈등002", "소설"003
"갈등002", "희곡"001
"갈등002", "등장인물"001
"갈등002", "사이"001
"갈등002", "일어나다"001
"갈등002", "대립"003
"갈등002", "충돌"001
"갈등002", "등장인물"001
"갈등002", "환경"001
"갈등002", "사이"001
"갈등002", "모순"002
"갈등002", "대립"003
"갈등002", "이르다"001
"갈등002", "말"001
"갈등003", "이상"005
"갈등003", "상반"005
"갈등003", "요구"003
"갈등003", "욕구"001
"갈등003", "기회"003
"갈등003", "목표"001
"갈등003", "직면"001
"갈등003", "때"001
"갈등003", "선택"001
"갈등003", "하다"001
"갈등003", "상태"001
"갈라지다003", "이상"005
"갈라지다003", "나누다"001
"갈라지다004", "헤어지다"001
"갈라지다004", "관계"005
"갈라지다004", "끊다"001
"갈래001", "이상"005
"갈래001", "갈라지다"001
"갈래001", "나가다"001
"갈래001", "낱낱"001
"갈래001", "부분"001
"갈래001", "계통"001
"갈래002", "갈라지다"001
"갈래002", "낱낱"001
"갈래002", "세다"003
"갈래002", "단위"002
"갈래003", "문예"001
"갈래003", "양식"004
"갈래003", "종류"001
"갈래003", "문학"001
"갈래003", "서정"002
"갈래003", "서사"001
"갈래003", "극"005
"갈래003", "시"001
"갈래003", "소설"003
"갈래003", "희곡"001
"갈래003", "수필"004
"갈래003", "평론"001
"갈래003", "나누다"001
"갈래003", "기본"001
"갈래003", "이른다"001
"갈매기001", "갈매깃과"001
"갈매기001", "새"003
"갈매기001", "이르다"001
"갈매기001", "말"001
"갈매기001", "괭이갈매기"001
"갈매기001", "붉은부리갈매기"001
"갈매기001", "재갈매기"001
"갈매기001", "제비갈매기"001
"갈매기002", "갈매깃과"001
"갈매기002", "몸"001
"갈매기002", "길이"001
"갈매기002", "NA"001
"갈매기002", "날개"001
"갈매기002", "길이"001
"갈매기002", "정도"011
"갈매기002", "머리"001
"갈매기002", "몸"001
"갈매기002", "흰색"001
"갈매기002", "날개"001
"갈매기002", "회색"001
"갈매기002", "부리"001
"갈매기002", "다리"002
"갈매기002", "노란색"001
"갈매기002", "물갈퀴"001
"갈매기002", "헤엄"001
"갈매기002", "치다"002
"갈매기002", "물고기"001
"갈매기002", "잡아먹다"001
"갈매기002", "해안"002
"갈매기002", "항구"003
"갈매기002", "사다"001
"갈매기002", "북반구"001
"갈매기002", "분포"002
"갈비001", "소나"001
"갈비001", "돼지"001
"갈비001", "닭"001
"갈비001", "가슴통"001
"갈비001", "이루다"001
"갈비001", "좌우"001
"갈비001", "굽다"001
"갈비001", "뼈"001
"갈비001", "살"004
"갈비001", "식용"001
"갈비001", "이르다"001
"갈비001", "말"001
"갈비002", "몸"001
"갈비002", "야위다"001
"갈비002", "뼈"001
"갈비002", "남다"001
"갈비002", "마르다"001
"갈비002", "사람"001
"갈비002", "놀림조"001
"갈비002", "이르다"001
"갈비002", "말"001
"갈비탕001", "소"003
"갈비탕001", "갈비"001
"갈비탕001", "물"001
"갈비탕001", "넣다"001
"갈비탕001", "끓이다"001
"갈비탕001", "음식"001
"갈색001", "빛"001
"갈색001", "띠다"001
"갈색001", "주홍색"001
"갈치001", "모양"002
"갈치001", "은백색"001
"갈치001", "바닷물고기"001
"갈퀴001", "낙엽"001
"갈퀴001", "곡물"001
"갈퀴001", "긁어모으다"001
"갈퀴001", "쓰다"002
"갈퀴001", "기구"015
"갈퀴001", "한쪽"001
"갈퀴001", "끝"001
"갈퀴001", "휘어지다"001
"갈퀴001", "갈고리"001
"갈퀴001", "모양"002
"갈퀴001", "대쪽"001
"갈퀴001", "철사"005
"갈퀴001", "묶다"001
"갈퀴001", "만든다"001
"감001", "감나무"001
"감001", "열매"001
"감001", "모양"002
"감001", "빛"001
"감001", "익기"001
"감001", "전"008
"감001", "맛"001
"감001", "나다"001
"감001", "익다"001
"감001", "단맛"001
"감001", "나다"001
"감001", "먹다"002
"감001", "하다"001
"감001", "껍질"001
"감001", "벗기다"002
"감001", "곶감"001
"감001", "만들다"001
"감001", "한다"001
"감020", "느낌"001
"감020", "생각"001
"감021", "수신기"001
"감021", "측정기"001
"감021", "전파"003
"감021", "소리"001
"감021", "받다"001
"감021", "정도"011
"감각002", "눈"001
"감각002", "코"001
"감각002", "귀"001
"감각002", "혀"001
"감각002", "살갗"001
"감각002", "통하다"001
"감각002", "바깥"001
"감각002", "자극"001
"감각002", "알아차리다"001
"감각003", "사물"010
"감각003", "받다"001
"감각003", "인상"006
"감각003", "느낌"001
"감격001", "마음"001
"감격001", "느끼다"002
"감격001", "감동"002
"감격001", "감동"002
"감격002", "고마움"001
"감격002", "느낌"001
"감기004", "바이러스"001
"감기004", "말미암다"001
"감기004", "걸리다"001
"감기004", "호흡"001
"감기004", "계통"001
"감기004", "병"004
"감기004", "보통"001
"감기004", "코"001
"감기004", "막히다"001
"감기004", "열"003
"감기004", "나다"001
"감기004", "머리"001
"감기약001", "감기"004
"감기약001", "치료"001
"감기약001", "쓰다"002
"감기약001", "약"007
"감나무001", "감나뭇과"001
"감나무001", "식물"002
"감나무001", "높이다"001
"감나무001", "미터"002
"감나무001", "정도"011
"감나무001", "가을"001
"감나무001", "주황색"001
"감나무001", "붉은색"001
"감나무001", "감"001
"감나무001", "하다"001
"감나무001", "열매"001
"감나무001", "열리다"002
"감다001", "눈꺼풀"001
"감다001", "내리다"001
"감다001", "눈동자"001
"감다001", "덮다"001
"감동002", "느끼다"002
"감동002", "마음"001
"감동002", "움직임"001
"감동적001", "느끼다"002
"감동적001", "마음"001
"감동적001", "움직이다"001
"감명001", "감격"001
"감명001", "마음"001
"감명001", "NA"001
"감명001", "새겨지다"001
"감명001", "느낌"001
"감사008", "고마움"001
"감사008", "나타내다"001
"감사008", "인사"001
"감사009", "여기다"001
"감사009", "마음"001
"감상005", "예술"001
"감상005", "작품"001
"감상005", "이해"006
"감상005", "즐기다"001
"감상005", "평가"003
"감옥002", "죄인"001
"감옥002", "가두다"001
"감옥002", "곳"001
"감옥002", "한때"001
"감옥002", "형무소"001
"감옥002", "부르다"001
"감옥002", "교도소"001
"감옥002", "NA"001
"감옥003", "대하다"002
"감옥003", "제국"001
"감옥003", "때"001
"감옥003", "형벌"001
"감옥003", "집행"001
"감옥003", "관하다"002
"감옥003", "일"001
"감옥003", "맡아보다"001
"감옥003", "관청"003
"감옥003", "융희"001
"감옥003", "원년"001
"감옥003", "감옥서"001
"감옥003", "고치다"001
"감자001", "가짓과"001
"감자001", "여러해살이풀"001
"감자001", "높이"002
"감자001", "이다"003
"감자001", "잎"002
"감자001", "겹잎"001
"감자001", "어긋나다"001
"감자001", "초여름"001
"감자001", "흰색"001
"감자001", "자주색"001
"감자001", "통꽃"001
"감자001", "줄기"001
"감자001", "끝"001
"감자001", "피다"001
"감자001", "비교"001
"감자001", "기후"005
"감자001", "자라다"001
"감자001", "성장"001
"감자001", "기간"007
"감자001", "남아메리카"001
"감자001", "칠레"001
"감자001", "원산지"001
"감자001", "온대"001
"감자001", "한대"003
"감자001", "재배"001
"감자002", "감자"001
"감자002", "덩이줄기"001
"감자002", "황록색"001
"감자002", "녹말"001
"감자002", "식용"001
"감자002", "가공"001
"감자002", "쓴다"002
"감정006", "현상"004
"감정006", "일"001
"감정006", "대하다"002
"감정006", "일어나다"001
"감정006", "마음"001
"감정006", "느끼다"002
"감정006", "기분"001
"감정010", "사물"010
"감정010", "특성"001
"감정010", "참"001
"감정010", "거짓"001
"감정010", "분별"001
"감정010", "판정"001
"감정011", "재판"006
"감정011", "도움"001
"감정011", "주다"001
"감정011", "위하다"001
"감정011", "재판"006
"감정011", "관련"001
"감정011", "특정"001
"감정011", "사항"002
"감정011", "대하다"002
"감정011", "분야"001
"감정011", "전문가"001
"감정011", "의견"001
"감정011", "지식"002
"감정011", "보다"002
"감정011", "하다"001
"감정011", "일"001
"감추다001", "남"004
"감추다001", "보다"002
"감추다001", "찾아내다"001
"감추다001", "가리다"003
"감추다001", "숨기다"001
"감탄001", "마음속"001
"감탄001", "느끼다"002
"감탄001", "탄복"001
"감탄하다001", "마음속"001
"감탄하다001", "느끼다"002
"감탄하다001", "탄복"001
"갑011", "물건"001
"갑011", "담다"001
"갑011", "상자"010
"갑013", "형체"001
"갑013", "완성"001
"갑013", "도자기"001
"갑013", "NA"001
"갑013", "때"001
"갑013", "담다"001
"갑013", "그릇"001
"갑옷001", "예전"001
"갑옷001", "싸움"001
"갑옷001", "하다"001
"갑옷001", "때"001
"갑옷001", "적"003
"갑옷001", "창검"001
"갑옷001", "화살"001
"갑옷001", "막다"001
"갑옷001", "위하다"001
"갑옷001", "입다"001
"갑옷001", "옷"001
"갑옷001", "동양"003
"갑옷001", "쇠"001
"갑옷001", "가죽"001
"갑옷001", "되다"001
"갑옷001", "미늘"001
"갑옷001", "붙이다"001
