key,subnodes
"가몫001",2
"가묘001",2
"가묘003",2
"가무002",6
"가무003",6
"가무뜨리다001",2
"가무라기001",10
"가무락001",10
"가무락조개001",10
"가무리다002",2
"가무백희001",2
"가무별감001",2
"가무스레하다001",3
"가무스름하다001",3
"가무트리다001",2
"가문001",6
"가문005",10
"가문비001",2
"가문비나무001",2
"가물001",5
"가물가물하다001",3
"가물가물하다002",3
"가물가물하다003",3
"가물거리다001",3
"가물거리다002",3
"가물거리다003",3
"가물대다001",3
"가물대다002",3
"가물대다003",3
"가물철002",2
"가물치001",9
"가물치곰001",2
"가물치회001",2
"가물칫국001",2
"가뭄001",5
"가뭄철001",2
"가뭄해001",5
"가뭇가뭇001",2
"가뭇가뭇이001",2
"가뭇하다001",3
"가미007",8
"가미008",8
"가반002",2
"가반003",2
"가반교001",3
"가발002",2
"가방002",3
"가방003",12
"가방004",4
"가방005",2
"가방007",4
"가방008",3
"가방009",5
"가방모치001",2
"가방잡이001",2
"가방화주001",5
"가배001",2
"가배004",2
"가배일001",14
"가배절001",14
"가백001",4
"가벌001",6
"가법001",2
"가법003",3
"가법군001",2
"가벨002",5
"가벼운미음001",2
"가벼운비읍001",2
"가벼운색001",2
"가벼운시옷001",2
"가벼운입술소리001",4
"가벼워지다001",2
"가벼워짐001",2
"가변001",2
"가변길이부호화001",2
"가변길이코드001",4
"가변부001",2
"가변비001",7
"가변비용001",7
"가변비트율001",2
"가변사이클엔진001",2
"가변성001",2
"가변수001",2
"가변어001",2
"가변용량다이오드001",3
"가변익기001",2
"가변작업개수사용다중프로그래밍001",2
"가변작업개수사용다중프로그래밍002",2
"가변장부호001",4
"가변장코드001",4
"가변지준예치제001",2
"가변형001",2
"가변형태항공기001",2
"가볍다001",2
"가볍다002",2
"가볍다003",2
"가볍다006",2
"가볍다012",2
"가볍다013",2
"가볍다015",2
"가병001",3
"가보왕001",2
"가복002",2
"가복004",2
"가본001",4
"가볼러지001",2
"가봉001",3
"가봉003",2
"가봉녀001",3
"가봉자001",6
"가봉하다001",2
"가봉하다003",2
"가부001",8
"가부002",3
"가부004",2
"가부006",12
"가부008",5
"가부009",7
"가부010",10
"가부권001",3
"가부득감부득001",2
"가부라001",2
"가부리살001",3
"가부시001",2
"가부장001",2
"가부장권001",3
"가부장제001",2
"가부장제도001",2
"가부좌001",10
"가부좌하다001",7
"가분002",3
"가분004",2
"가분가분001",2
"가분가분002",2
"가분가분히001",2
"가분가분히002",2
"가분묘001",2
"가분물001",2
"가분성001",2
"가분수001",3
"가분재기001",9
"가분하다006",2
"가불가001",8
"가불가불하다001",3
"가불거리다001",3
"가불대다001",3
"가붓가붓001",2
"가붓가붓이001",2
"가붕001",6
"가붕대소001",2
"가브리살001",3
"가비라001",2
"가비라002",2
"가비라외도001",2
"가비라천001",2
"가비알001",3
"가빈001",12
"가빠002",2
"가뿐가뿐001",2
"가뿐가뿐002",2
"가뿐가뿐히001",2
"가뿐가뿐히002",2
"가뿟가뿟001",2
"가뿟가뿟이001",2
"가사003",3
"가사004",13
"가사005",6
"가사006",6
"가사009",3
"가사010",22
"가사011",2
"가사012",2
"가사013",5
"가사014",2
"가사리002",3
"가사리003",3
"가사문학001",2
"가사정제001",2
"가사제001",2
"가산001",3
"가산002",7
"가산006",4
"가산란001",3
"가산법001",2
"가산세001",2
"가산세금001",2
"가산하다001",2
"가상005",2
"가상007",2
"가상012",2
"가상015",2
"가상경로지정기중복통신규약001",2
"가상계001",8
"가상공동체네트워크001",2
"가상기계001",3
"가상기억001",2
"가상기억장치001",2
"가상기억장치운영체제001",2
"가상년001",2
"가상망막화면001",2
"가상법001",2
"가상사설근거리통신망서비스001",2
"가상사설망001",2
"가상사설연결001",2
"가상선002",3
"가상원격통신접근방식001",3
"가상이동통신망사업자001",2
"가상인터넷프로토콜망001",2
"가상적001",2
"가상전001",2
"가상전투001",2
"가상접속트리001",2
"가상채널001",2
"가상채널식별자001",2
"가상채널핸들러001",2
"가상컴퓨터001",3
"가상통신접근방식001",3
"가상판단001",2
"가상패스001",2
"가상현실001",3
"가상현실마크업언어001",4
"가상현실모델링언어001",4
"가상현실모델언어001",4
"가새덜꿩나무001",2
"가새백당나무001",2
"가새잎꼬리풀001",2
"가새접001",2
"가새주리001",4
"가새지르기001",2
"가새지름001",2
"가새풀001",3
"가색002",2
"가서005",2
"가석방001",2
"가선004",2
"가선005",2
"가선006",2
"가설004",2
"가설008",2
"가설건축물001",2
"가설법001",2
"가설항담001",6
"가성001",16
"가성003",3
"가성004",2
"가성006",2
"가성007",2
"가성008",2
"가성동맥류001",3
"가성알코올001",3
"가세001",5
"가세006",3
"가세하다001",5
"가소005",4
"가소007",3
"가소008",2
"가소물001",2
"가소성001",3
"가속001",2
"가속002",12
"가속003",7
"가속기002",2
"가속도002",2
"가속도방호복001",6
"가속장치001",2
"가속하다001",2
"가솔002",12
"가솔린001",2
"가송001",3
"가수002",2
"가수003",8
"가수010",6
"가수011",2
"가수012",2
"가수014",2
"가수면001",6
"가수소분해효소001",3
"가수알바람001",18
"가수요001",2
"가수요002",2
"가수준점001",2
"가수하다002",2
"가숙002",2
"가숭어001",2
"가스001",2
"가스경유001",3
"가스관001",3
"가스난로001",3
"가스냉장고001",2
"가스도관001",3
"가스등001",3
"가스랑거리다001",2
"가스랑대다001",2
"가스램프001",3
"가스맨틀001",3
"가스발생로001",2
"가스병001",3
"가스사001",3
"가스스토브001",3
"가스실001",3
"가스운동론001",3
"가스유001",2
"가스유002",3
"가스전002",2
"가스절연부하개폐기001",2
"가스주머니001",2
"가스증발응결001",11
"가스증발응결법001",11
"가스증발응축001",11
"가스증발응축법001",11
"가스직001",4
"가스체001",2
"가스탄001",2
"가스펠001",2
"가스펠002",7
"가슴001",2
"가슴002",5
"가슴003",5
"가슴005",2
"가슴006",4
"가슴007",3
"가슴가로근001",2
"가슴강001",2
"가슴걸이001",2
"가슴걸이002",2
"가슴고름집관001",2
"가슴관001",2
"가슴깊이001",2
"가슴너비002",2
"가슴높이001",2
"가슴다리001",3
"가슴둘레001",2
"가슴등뼈001",6
"가슴림프관001",2
"가슴마디001",3
"가슴막001",5
"가슴막강001",4
"가슴막공간001",4
"가슴막안001",4
"가슴막압001",2
"가슴막액001",2
"가슴막염001",3
"가슴만001",3
"가슴벽001",2
"가슴분절001",3
"가슴뼈001",4
"가슴샘001",2
"가슴샘가지001",2
"가슴샘생성인자001",2
"가슴샘싹001",2
"가슴샘엽001",2
"가슴소리001",3
"가슴속001",13
"가슴숨001",2
"가슴심장가지001",2
"가슴쓰림001",4
"가슴안001",5
"가슴안보개001",2
"가슴앓이002",4
"가슴앓잇병001",4
"가슴척수001",3
"가슴척추001",6
"가슴천자001",3
"가슴팍001",2
"가슴판001",3
"가슴패기001",2
"가슴호흡001",2
"가슴힘살001",2
"가습제001",2
"가승005",2
"가승007",3
"가시001",2
"가시005",2
"가시010",4
"가시011",4
"가시가자미001",2
"가시각001",2
"가시개미001",3
"가시관001",3
"가시광선001",5
"가시나무003",4
"가시나무004",4
"가시덤불001",4
"가시덤불002",2
"가시도003",3
"가시두더지001",2
"가시리001",2
"가시목001",4
"가시반경001",2
"가시방석001",3
"가시밭001",4
"가시밭002",2
"가시밭길001",4
"가시버시001",10
"가시벌레001",2
"가시복분자001",2
"가시복분자딸기001",2
"가시사이선001",2
"가시선001",5
"가시세포층001",4
"가시쇠줄001",3
"가시수평선001",2
"가시아버지001",16
"가시아비001",16
"가시어머니001",16
"가시연001",2
"가시연꽃001",2
"가시연밥001",3
"가시오가피001",2
"가시오갈피001",2
"가시적외주사방사계001",2
"가시줄001",3
"가시줄상어001",2
"가시집001",6
"가시철망001",2
"가시철사001",3
"가시철조망001",2
"가시층001",4
"가시털001",2
"가시털002",2
"가시할머니001",3
"가시할아버지001",4
"가시해마001",2
"가식003",5
"가식법001",3
"가식하다003",4
"가신002",2
"가신003",6
"가신004",3
"가신005",2
"가신006",2
"가신007",3
"가신008",2
"가실001",2
"가실003",36
"가실왕001",2
"가심002",4
"가쓰오부시001",2
"가아002",5
"가안001",7
"가압002",2
"가압003",5
"가압기001",2
"가압박리001",2
"가압판001",2
"가압하다001",2
"가액001",3
"가액003",10
"가액하다001",3
"가야001",11
"가야003",4
"가야국001",11
"가야대001",2
"가야대학교001",2
"가야뜨리001",3
"가야어001",2
"가약001",2
"가약004",6
"가약005",3
"가약006",6
"가양002",12
"가양003",2
"가양005",2
"가양성001",2
"가양주001",2
"가어001",4
"가어003",2
"가어004",3
"가어사001",2
"가엄002",12
"가업001",4
"가업005",2
"가업하다001",2
"가없이001",3
"가에루마타001",2
"가에시바리001",2
"가역001",3
"가역002",4
"가역성001",2
"가역소수001",2
"가역전극001",2
"가역전지001",2
"가연가공사001",2
"가연물001",2
"가연성001",2
"가연체001",2
"가열005",2
"가열교반001",2
"가열냉각법001",5
"가열등001",2
"가열압착001",2
"가열판001",2
"가열하다001",2
"가엽001",2
"가엽002",3
"가엽다001",4
"가엽포001",2
"가엾다001",4
"가예산001",2
"가오리001",4
"가오리어채001",2
"가오리연001",2
"가오리탕001",2
"가오릿국001",2
"가옥001",13
"가옥신001",3
"가온음001",2
"가온음자리표001",6
"가와사키병001",2
"가와사키증후군001",2
"가와코001",2
"가와타로001",2
"가외치001",2
"가욋값001",2
"가욋사람001",2
"가요001",2
"가요002",4
"가요004",2
"가요005",2
"가요곡001",2
"가요곡002",4
"가요무늬001",2
"가요문001",2
"가요방001",2
"가용003",2
"가용005",6
"가용006",2
"가용금001",4
"가용성001",3
"가용체001",2
"가우003",2
"가우004",2
"가우르001",3
"가우스ㆍ자이델법001",2
"가우스ㆍ자이델의반복법001",2
"가우스ㆍ조던소거법001",2
"가우일001",14
"가우절001",14
"가우하다001",2
"가운003",2
"가운데가슴001",2
"가운데골001",4
"가운데귀001",2
"가운뎃니001",2
"가운뎃다리001",2
"가운뎃소리001",4
"가운뎃손가락001",5
"가운뎃점001",2
"가웃금속001",2
"가웃원001",2
"가웃정질001",2
"가웅예001",4
"가워스속001",2
"가원002",2
"가원감자001",2
"가월002",9
"가위001",4
"가위003",14
"가위005",5
"가위곱001",7
"가위꼴001",2
"가위놀이001",2
"가위다리001",2
"가위뛰기001",3
"가위질003",2
"가위톱001",5
"가윗날001",14
"가유001",2
"가유하다001",2
"가율001",3
"가율하다001",3
"가융금001",4
"가을001",3
"가을갈이001",2
"가을갈이하다001",2
"가을거름001",4
"가을걷이001",4
"가을걷이철001",3
"가을걷이하다001",2
"가을꽃001",2
"가을날001",2
"가을내림001",3
"가을누에001",2
"가을맞이하다001",2
"가을바람001",4
"가을밤001",3
"가을볕001",2
"가을보리001",3
"가을비001",2
"가을빛001",3
"가을심기001",2
"가을심기하다001",2
"가을일001",4
"가을장마001",2
"가을줄이001",3
"가을철001",5
"가음성001",2
"가음희락천001",2
"가응결001",2
"가의001",2
"가의004",12
"가의005",3
"가이거ㆍ뮐러계수관001",9
"가이거ㆍ뮐러계수기001",9
"가이거관002",9
"가이거수세개001",9
"가이단001",6
"가이동가이서001",2
"가이드002",5
"가이드003",2
"가이드004",2
"가이드라인003",2
"가이드북001",5
"가이슬러관001",2
"가이아001",3
"가이젠001",2
"가인001",22
"가인003",2
"가인004",2
"가인005",2
"가인008",2
"가인괘001",2
"가인박명001",3
"가인산분해효소001",2
"가인재자001",2
"가일002",2
"가임001",3
"가임기001",2
"가임기002",2
"가임기간002",2
"가임신001",2
"가입001",2
"가입권002",2
"가입금001",2
"가입비001",2
"가입의례001",3
"가입자기기번호001",2
"가입자당평균매출액001",2
"가입자데이터메모리001",2
"가입자선001",2
"가입자선로001",2
"가입자선로공동활용001",2
"가입자선신호장치001",2
"가입자선인터페이스장치001",2
"가입자선인터페이스회로001",2
"가입자선회선망001",2
"가입자식별모듈001",6
"가입자인증모듈001",6
"가입자회로신호분배장치001",2
"가입자회로특성시험기001",2
"가입하다001",2
"가자002",3
"가자005",2
"가자009",4
"가자010",12
"가자011",4
"가자극001",2
"가자나무001",3
"가자리001",2
"가자미001",4
"가자미젓001",2
"가자미지짐이001",2
"가자미회001",2
"가자산적001",4
"가자적001",2
"가자전001",2
"가자증001",2
"가자채001",2
"가자화향적001",4
"가자회001",2
"가자희001",2
"가작001",11
"가작003",5
"가작하다001",2
"가잘003",2
"가잠002",2
"가장008",3
"가장009",36
"가장014",2
"가장015",5
"가장016",2
"가장권001",3
"가장되다004",2
"가장무도002",3
"가장무도회001",2
"가장자리001",2
"가장자리계통001",2
"가장자리굴001",4
"가장자리층001",2
"가장집물001",8
"가장하다005",2
"가장하다006",4
"가장하다007",2
"가재001",3
"가재002",4
"가재기물001",8
"가재도구001",8
"가재무릇001",2
"가재연행록001",3
"가재지짐이001",3
"가저001",2
"가저002",2
"가저장001",3
"가적004",2
"가전004",9
"가전007",3
"가전008",3
"가전010",10
"가전011",4
"가전군001",4
"가전기001",2
"가전성001",2
"가전자001",3
"가전제품001",3
"가전체001",3
"가전패두기001",2
"가전품001",3
"가절002",6
"가정002",3
"가정003",5
"가정015",10
"가정값001",2
"가정교훈001",4
"가정극001",4
"가정력001",2
"가정류소001",2
"가정류장001",2
"가정문001",2
"가정배달001",2
"가정법001",2
"가정법원소년부001",2
"가정부002",2
"가정오랑캐001",2
"가정용게이트웨이001",2
"가정용디스플레이001",2
"가정일001",6
"가정일002",6
"가정자동화001",2
"가정쟁의001",3
"가정적처분001",2
"가정제001",2
"가정주부001",14
"가정지학001",2
"가정집001",4
"가정치001",2
"가정학002",2
"가정호001",2
"가제004",2
"가제008",2
"가제009",2
"가제011",4
"가제목001",2
"가제회001",2
"가젤003",2
"가조001",13
"가조004",5
"가조기001",5
"가조수001",2
"가조시001",2
"가조시간001",2
"가조약001",2
"가조하다001",5
"가족001",12
"가족004",4
"가족권001",3
"가족급001",2
"가족력001",2
"가족묘001",2
"가족무덤001",2
"가족수당001",2
"가족양성만성천포창001",2
"가족입장권001",3
"가족쟁의001",3
"가종001",3
"가종피001",2
"가좌002",10
"가좌전001",2
"가좌하다001",7
"가죄001",3
"가죄되다001",2
"가죄하다001",3
"가주002",12
"가주004",3
"가주005",3
"가주008",3
"가주거001",2
"가주권001",3
"가주서001",3
"가주성001",2
"가주소004",2
"가죽002",2
"가죽끈001",2
"가죽나무001",4
"가죽반001",3
"가죽슈즈001",2
"가죽신001",2
"가죽신002",2
"가죽위001",2
"가죽피리001",4
"가중001",3
"가중005",10
"가중006",2
"가중나무001",4
"가중나무고치나방001",2
"가중나무누에나방001",2
"가중되다001",3
"가중비율종합법001",2
"가중평균자본비용001",2
"가중하다001",3
"가즈002",4
"가증금001",9
"가지003",5
"가지004",13
"가지015",2
"가지016",2
"가지020",2
"가지021",2
"가지가위001",7
"가지각색001",6
"가지고르기001",8
"가지고비001",2
"가지고비고사리001",2
"가지급001",2
"가지기001",2
"가지기도001",2
"가지김치001",2
"가지깨002",4
"가지나물001",2
"가지누름적001",4
"가지다듬기001",8
"가지달린장식촛대001",3
"가지방002",3
"가지번호002",2
"가지별꽃001",2
"가지불002",2
"가지뿔영양001",2
"가지산002",2
"가지산꽃다지001",2
"가지산문001",2
"가지산적001",4
"가지삿갓사초001",2
"가지송이풀001",2
"가지수001",2
"가지신001",2
"가지자르기001",8
"가지적001",2
"가지전001",2
"가지찜001",2
